submission_id,old_link,new_url
166fbc6b-9d5f-440f-b94d-82ce7e75dd4a,"storage:migrated/166fbc6b-9d5f-440f-b94d-82ce7e75dd4a/Housmata_Ethics_and_Transparency_Case_Study.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745018/housmata/submissions/844e8fe9-ce6e-4773-88ca-0a036ad20f29/aa5f9a18-Housmata_Ethics_and_Transparency_Case_Study.pdf"
4c417edf-0576-4dc9-8d80-e9f70a44b0f3,"storage:migrated/4c417edf-0576-4dc9-8d80-e9f70a44b0f3/Module_1_assignment.2.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745020/housmata/submissions/3f26c3f7-6f83-4628-bbc9-a343ed530a0b/a15d7972-Module_1_assignment.2.pdf"
cf3e40c2-cf72-435f-b684-a83db257fe21,"storage:migrated/cf3e40c2-cf72-435f-b684-a83db257fe21/Presentation6.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745022/housmata/submissions/58c5f981-0001-430f-adf3-c8ed982d0180/4fca642a-Presentation6.pdf"
ca3597d3-db27-400b-a852-c254bcbfae95,"storage:migrated/ca3597d3-db27-400b-a852-c254bcbfae95/Presentation1.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745023/housmata/submissions/58c5f981-0001-430f-adf3-c8ed982d0180/365ca238-Presentation1.pdf"
59cabf13-1c60-4d50-a976-80ba4222b318,"storage:migrated/59cabf13-1c60-4d50-a976-80ba4222b318/Presentation3.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745024/housmata/submissions/58c5f981-0001-430f-adf3-c8ed982d0180/4a6bea36-Presentation3.pdf"
542c3496-82d5-4a0b-bd61-8908ad3c19dc,"storage:migrated/542c3496-82d5-4a0b-bd61-8908ad3c19dc/Tenant_Onboarding_Process_Presentation.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745026/housmata/submissions/844e8fe9-ce6e-4773-88ca-0a036ad20f29/f27aef4a-Tenant_Onboarding_Process_Presentation.pdf"
89db32f6-a9f6-4405-976b-a1dd09dbaab0,"storage:migrated/89db32f6-a9f6-4405-976b-a1dd09dbaab0/Tenant_Onboarding_Presentation.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745027/housmata/submissions/cd9c2f64-46cf-4dd2-9ad5-ad4b95474d70/e4b628d2-Tenant_Onboarding_Presentation.pdf"
95cccf7b-1103-40bf-b992-6c92486e051a,"storage:migrated/95cccf7b-1103-40bf-b992-6c92486e051a/Presentation8.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745028/housmata/submissions/58c5f981-0001-430f-adf3-c8ed982d0180/5daedab7-Presentation8.pdf"
8c7e5925-3fce-4375-81c9-117e327a1ad9,"storage:migrated/8c7e5925-3fce-4375-81c9-117e327a1ad9/Delinquent_Rent_Case_Study.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745030/housmata/submissions/844e8fe9-ce6e-4773-88ca-0a036ad20f29/2a78ec11-Delinquent_Rent_Case_Study.pdf"
99089c4a-91b2-4e1c-9009-a715f9f6b383,"storage:migrated/99089c4a-91b2-4e1c-9009-a715f9f6b383/Presentation4.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745031/housmata/submissions/58c5f981-0001-430f-adf3-c8ed982d0180/4b0da88f-Presentation4.pdf"
774de91e-c3db-4670-a4c0-09aa003f2fa7,"storage:migrated/774de91e-c3db-4670-a4c0-09aa003f2fa7/Housmata_Ethical_Resolution_Plan.docx","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745033/housmata/submissions/023f4b49-b61b-408a-851d-6ca92bf6450b/40a31ed2-Housmata_Ethical_Resolution_Plan.docx"
0bc58691-5c7e-4af0-b0c2-c4373f862fc0,"storage:migrated/0bc58691-5c7e-4af0-b0c2-c4373f862fc0/Tenant_Onboarding_Presentation.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745034/housmata/submissions/7c2d897a-cc45-4aaf-82ed-dbb7ee5cec46/f3407c1f-Tenant_Onboarding_Presentation.pdf"
b9bb1cd3-b582-40d7-b703-6135249928ab,"storage:migrated/b9bb1cd3-b582-40d7-b703-6135249928ab/Presentation2.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745035/housmata/submissions/58c5f981-0001-430f-adf3-c8ed982d0180/17b3b702-Presentation2.pdf"
91088991-5173-488d-9385-96d34b0c1a48,"storage:migrated/91088991-5173-488d-9385-96d34b0c1a48/Screenshot_20260711-162028_1.png","https://res.cloudinary.com/tlkzbeei/image/upload/v1787745037/housmata/submissions/6ec51df5-7f4a-493a-801a-72f089d314d7/f2f35b2c-Screenshot_20260711-162028_1.jpg"
5799f4a6-fe45-4244-b8d0-dabd0ec5556e,"storage:migrated/5799f4a6-fe45-4244-b8d0-dabd0ec5556e/Screenshot_20260711-211200_1.png","https://res.cloudinary.com/tlkzbeei/image/upload/v1787745038/housmata/submissions/6ec51df5-7f4a-493a-801a-72f089d314d7/3a2cf975-Screenshot_20260711-211200_1.jpg"
5dfeefe5-4cf4-460f-8594-b5da8c210d6c,"storage:migrated/5dfeefe5-4cf4-460f-8594-b5da8c210d6c/Presentation5.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745040/housmata/submissions/58c5f981-0001-430f-adf3-c8ed982d0180/bd8263e4-Presentation5.pdf"
ef62b424-dfb5-47fe-b8c2-532cc4dce87a,"storage:migrated/ef62b424-dfb5-47fe-b8c2-532cc4dce87a/Sample_Property_Inspection_Report_2_Bedroom_Apartment.docx","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745041/housmata/submissions/023f4b49-b61b-408a-851d-6ca92bf6450b/5bc563ef-Sample_Property_Inspection_Report_2_Bedroom_Apartment.docx"
cfb2b605-ced3-4798-bfa2-13557b72cd52,"storage:migrated/cfb2b605-ced3-4798-bfa2-13557b72cd52/Mock_Real_Estate_Portfolio.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745042/housmata/submissions/844e8fe9-ce6e-4773-88ca-0a036ad20f29/f0c6f316-Mock_Real_Estate_Portfolio.pdf"
298be714-7a8a-4419-ab9c-fe75281fd367,"storage:migrated/298be714-7a8a-4419-ab9c-fe75281fd367/Presentation_043652_pm_b4a728.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745044/housmata/submissions/58c5f981-0001-430f-adf3-c8ed982d0180/21f6319d-Presentation_043652_pm_b4a728.pdf"
7eac5381-3aba-4210-b06d-9b42fde9941e,"storage:migrated/7eac5381-3aba-4210-b06d-9b42fde9941e/Property_Document_Lifecycle.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745045/housmata/submissions/844e8fe9-ce6e-4773-88ca-0a036ad20f29/923ea716-Property_Document_Lifecycle.pdf"
e6d61b43-3514-4216-97c4-cd983766aea3,"storage:migrated/e6d61b43-3514-4216-97c4-cd983766aea3/Housmata_Ethical_Resolution_Plan.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745046/housmata/submissions/7c2d897a-cc45-4aaf-82ed-dbb7ee5cec46/4148eca5-Housmata_Ethical_Resolution_Plan.pdf"
a99f7db2-d251-4993-a7e5-b167b1e3bd88,"storage:migrated/a99f7db2-d251-4993-a7e5-b167b1e3bd88/Delinquent_Rent_Case_Study.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745047/housmata/submissions/7c2d897a-cc45-4aaf-82ed-dbb7ee5cec46/b595e1a0-Delinquent_Rent_Case_Study.pdf"
3ee2e542-a900-4ff4-aed8-27daf3dfabf8,"storage:migrated/3ee2e542-a900-4ff4-aed8-27daf3dfabf8/Housmata_Ethical_Resolution_Plan.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745049/housmata/submissions/7c2d897a-cc45-4aaf-82ed-dbb7ee5cec46/21863586-Housmata_Ethical_Resolution_Plan.pdf"
e086ecf6-972b-4319-9ced-7a60bd81a9cc,"storage:migrated/e086ecf6-972b-4319-9ced-7a60bd81a9cc/Property_Inspection_Report_Lagos_Samson.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745050/housmata/submissions/490db3ac-b656-48e7-9b64-abd9bb6817b9/f7c4e8f1-Property_Inspection_Report_Lagos_Samson.pdf"
0150fb24-131f-4f67-9c5f-929dfc7405af,"storage:migrated/0150fb24-131f-4f67-9c5f-929dfc7405af/pdf_housemata_copy.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745051/housmata/submissions/a66f09a0-38de-4b95-8cd8-585288d16550/4b5e50f7-pdf_housemata_copy.pdf"
539920a1-d9e5-4a8b-bde1-957d71e2d127,"storage:migrated/539920a1-d9e5-4a8b-bde1-957d71e2d127/Sample_Property_Inspection_Report.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745052/housmata/submissions/7c2d897a-cc45-4aaf-82ed-dbb7ee5cec46/f7bfae00-Sample_Property_Inspection_Report.pdf"
256b3b5f-9ca2-473c-a223-a99b27c15d82,"storage:migrated/256b3b5f-9ca2-473c-a223-a99b27c15d82/Housmata_Ethical_Resolution_Plan.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745053/housmata/submissions/7c2d897a-cc45-4aaf-82ed-dbb7ee5cec46/cbdf70cd-Housmata_Ethical_Resolution_Plan.pdf"
1c0f9a4f-ce43-48ef-aaef-1b05fb637274,"storage:migrated/1c0f9a4f-ce43-48ef-aaef-1b05fb637274/D._M_Ijitona_Documentation_Strategy_Property_Document_Lifecycle.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745054/housmata/submissions/fafffb16-7be7-4d2d-b3b6-4ffbbce71909/5983fceb-D._M_Ijitona_Documentation_Strategy_Property_Document_Lifecycle.pdf"
aaf9e949-b916-43f8-8d41-d98735625cbe,"storage:migrated/aaf9e949-b916-43f8-8d41-d98735625cbe/pdf_housemata_copy.pdf","https://res.cloudinary.com/tlkzbeei/raw/upload/v1787745056/housmata/submissions/a66f09a0-38de-4b95-8cd8-585288d16550/111b55c8-pdf_housemata_copy.pdf"
